song_id,track_id,artist_name,title,kmeans_cluster,agg_cluster,dbscan_cluster,is_popular
SOYVTIL12A6D4F6BD4,TRAEGMO128F146D5F6,Righteous Brothers,See That Girl,2,0,0,0
SOZFWDC12A8C13317B,TRAEGRF128F426B2D2,The Clancy Brothers,Water Is Alright In Tay,1,5,0,1
SOHODRU12A81C230CE,TRAEGRR128F422285F,Five Fingers of Funk,Genuine,3,4,-1,0
SOAULBO12A58A7A2F8,TRAEGRU128F9358874,Michael Whalen,A New Heart,2,0,0,0
SOZUUEA12A6701D4D2,TRAEGUL128E078B0C1,Randy Travis,Wind In The Wire (Album Version),2,0,0,0
SODVRAB12AB018DD17,TRAEHBW12903CE1045,Tonic,Where Do I Fit,2,0,0,1
SOQRIHX12AB0185FCB,TRAEHLP128F933720D,The Grip Weeds,Changed,1,5,0,0
SOQGJZV12A8C144767,TRAEHMP128F92DCC42,Andy & Lucas,Amores Cobardes,2,0,0,0
SOGRIWH12A8C1318AD,TRAEHNA128F423786C,Móveis Coloniais de Acaju,Perca peso,1,2,0,1
SOKHRGL12AB018ADAC,TRAEHOI12903CD02C8,John D. Loudermilk,Brown Girl,2,0,0,0
SOSXYJQ12A6D4FB699,TRAEHTK128F14A4706,Glen Campbell And Bobbie Gentry,Mornin' Glory,1,5,0,1
SOKMREL12AB017AC04,TRAEHTT128F9303492,Pablo Montero,La Copa Grande,2,0,0,0
SOIAGWA12A8C142CE0,TRAEHTU128F93353E5,Jay Pérez,Ojitos Dormilones,1,1,0,0
SOAXMZC12A6D4F67A6,TRAEHXW128F146F3C5,Kenny Rogers,The Son Of Hickory Holler's Tramp,1,5,0,0
SOQKBUO12A6D4FB40F,TRAEHYF128F148AE0C,Dave Hollister,Bad When U Broke,4,1,0,0
SOAFFAD12A8C130310,TRAEIDZ128F42658BC,Arturo Sandoval,My Funny Valentine,2,1,0,1
SOONSFT12A8C13E5D0,TRAEIIO128F92E08FD,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),4,5,0,0
SOAHAEF12AB017E6A5,TRAEIKO128F932739F,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,1,1,0,0
SOJDYWJ12A6D4F3E34,TRAEIKW128F1456B1A,Darwin's Waiting Room,Feel So Stupid (Table 9),4,1,0,1
SOFCBVB12A8C143EC8,TRAEIKX128F92CCFB6,André Minvielle,Les Chaudrons,2,0,0,0
SONRUXD12A6D4F4A5E,TRAEIMT128F1466ED6,A.Z.,We Can't Win (Explicit),4,1,0,0
SOUVYHS12A8C13AB77,TRAEISN128F428F699,Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",2,0,0,0
SOVSNHP12AB0185417,TRAEIUN12903CBBAC3,Hassan Annouri feat. Cassandra Steen,Wahrheit,0,3,0,0
SOKAWBI12AB018277B,TRAEIYU128F931BC4B,Gaiteros de Pillopo,El Barbero,1,3,0,0
SOZBVGC12A8C1341A6,TRAEJAC128F427FBDE,Paul Taylor / Terry Dexter,Long Distance Relationship,4,1,0,0
SOBQWPU12A8C144A5E,TRAEJDC128F92D1684,Lee Ritenour,Captain Fingers,3,4,0,0
SOCAWJO12A8C13C811,TRAEJFN128F4291C10,Andreas Dorau,So ist das nun mal,4,4,0,0
SOOXXFH12AB0186E48,TRAEJIW12903CE0B99,Bukue One,Ready Now,1,5,0,0
SOMZTXK12AB018491B,TRAEJMB128F93461C9,Hiram Bullock,Voodoo Chile,3,0,0,0
SOMHUTQ12AB018DEF1,TRAEJPC12903CD420E,Serpentine,Rainbow Ride,2,0,0,0
SOYHKYI12A6D4FAEB4,TRAEJWK128F149EA60,Crazy Horse,Scratchy (Takes 1-3 / bonus track),3,4,0,0
SOYVTPT12A8C13FBD4,TRAEJXI128F4291A83,Baroness,Grad,2,5,0,1
SOPFOHF12A6D4F6538,TRAEKCR128F14593A5,Slim Whitman,As You Take A  Walk Through My Mind,1,1,0,0
SOPTTOX12A6310E279,TRAEKCV128E0781A5B,Thomas Dolby,One Of Our Submarines,2,1,0,0
SOLRHDX12A8AE47065,TRAEKIO128F425786C,Justin,WA-KA-BAM!! (INTRO),4,1,0,0
SOSRMIF12A81C237B0,TRAELGF128F42265A9,Barbara Lusch,Now_ Baby_ or Never,0,3,0,0
SOVKDPG12A8C144EE8,TRAELHH128F92CF21E,Raphaël,Le Petit Train (Mixé Par Mark Plati),1,5,0,0
SODGZCH12AB0183AE6,TRAELHY12903CAD56C,Ini Kamoze,Goodness & Mercy,4,1,0,0
SOCXRVU12A6D4F87A2,TRAELNO128F42148EF,Sugar Minott,Walking Dub,1,0,0,0
SOIWWJW12AB017C41E,TRAELRO128F92DD2F1,Martha Wainwright,Comin' Tonight,1,5,0,0
SOYKSBN12AB017EF6B,TRAELUY128F93147BA,Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,5,1,0,1
SOGMHRG12A6D4FE8CD,TRAELWU128F4230D12,Mance Lipscomb,Motherless Children (Remastered Version) (Take 2),4,0,0,0
SOJENAR12A67021592,TRAELXD128F14A8B21,Randy Travis,On The Other Hand (Remastered Album Version),1,2,0,0
SOCXDDP12A8C141B23,TRAEMAA128F428E58F,Los Chichos,El Te Daba Mala Vida,4,1,0,0
SOJNGHO12A6D4F84BC,TRAEMDH128F146B548,La Portuaria,Palabras De Amor(En Vivo),4,1,0,0
SODAYSL12AB018FFFA,TRAEMGG12903CEBB52,Boondox,Nothing To Lose,5,2,0,1
SOULRCV12A8C137BEC,TRAEMGL128F4266177,Maurane,Juste Une Petite Fille,4,1,0,0
SOWHWDA12AB0187A89,TRAEMKJ12903C9D211,Michael Bloomfield,Let the People Dance,4,1,0,0
SOWNKEY12A8C131FE7,TRAEMMB128F426A1BF,Beatnuts featuring dead prez and Cheryl Pepsi Riley,Look Around featuring dead prez and Cheryl Pepsi Riley,2,2,0,1
SOGVJTG12A6701E991,TRAEMNZ128F9334662,Aerosmith,Angel,5,2,0,1
SOHXTED12A8C132856,TRAEMRI128F425F33D,Rene Touzet,Mi Son Maracaibo,0,0,0,0
SOHLWHP12A6D4F614B,TRAEMTU128EF363016,Bill Laswell,Don't Lose Control,2,0,0,0
SOGDDBQ12A8C140740,TRAEMXB128F429FA26,Jazz Gillum,Little Woman,0,5,0,0
SOGHJED12A8C137F42,TRAEMZE128F426EB6B,Sonny Terry & Brownie McGhee,My Bulldog Blues,1,5,0,0
SOQOEYV12AB0185DEF,TRAEMZO12903CC525F,Michael McDonald,Love Can Break Your Heart (LP Version),5,1,0,0
SOAJUIE12A6D4FAC25,TRAEMZW128F148406D,Free,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],1,5,0,0
SOJZZJS12A8C1388F4,TRAENEO128F426789F,Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,4,1,0,0
SOXYHAQ12A8C139A64,TRAENEZ128F427CCB4,Frankie Randall,Rudolph The Red Nosed Reindeer,0,0,0,0
SOFTQOA12A8C141EF8,TRAENGX12903CBDFF6,The Pineapple Thief,Snowdrops,4,1,0,0
SOFRWMT12A8C13604E,TRAENGY128F4272846,Buddy Jewell,Sweet Southern Comfort,1,2,0,1
SOZEDYL12A6D4F6A73,TRAENIZ128EF362B86,Flor Silvestre,Luna De Octubre,0,5,0,0
SOCARBC12A58A7BEA3,TRAENJB128F9319E46,Capleton,Say Yeah,2,0,0,0
SODBIWB12AB018705E,TRAENJZ12903CC901D,Demonbreed,Hell Will Reign,0,3,0,0
SOJXYFD12A8C143701,TRAENKS128F92F1780,Joe Heaney,The Ferocious O' Flahertys,0,0,0,0
SOIZTGE12AB018096F,TRAENOH128F933978A,Cerati-Melero,Marea De Venus,2,5,0,1
SODOGGH12A6D4F7916,TRAENOR128F14585F8,Remmy Ongala,I Want To Go Home,3,1,0,0
SOWGPEW12AB0182FEF,TRAENRA128F934B998,The Last,Century City Rag,1,5,0,0
SORULTV12A8AE45994,TRAENTC128F422F01B,Jimmy Riley,Life,4,1,0,0
SOSBUAO12A8C132DE4,TRAENUU128F424F50C,House Of Lords,Rock Bottom,2,5,0,1
SOVMKKT12A58A7F0CC,TRAENVO128E0781A16,Fun Lovin' Criminals,Love Unlimited (Explicit),4,2,0,0
SOFGRFP12AC392B630,TRAENWI12903CECA29,Helen O'Connell,The Sweetest Sounds,2,0,0,0
SOSNQLH12A8C132485,TRAENYD128F424AA32,Chaotica,Turbocharger,2,0,0,0
SOEJGDS12A8C13875E,TRAEOAW128F4280F8E,The Sun Harbor's Chorus-Documentary Recordings,America the Beautiful,0,0,0,0
SODEQMC12AB018807F,TRAEOBA12903CAFAB0,Placebo,Hardly Wait,5,2,0,1
SOSZLHY12A6D4F5CCC,TRAEOED128EF36659C,DCS,Tu Hi Tu Sada,2,3,0,0
SOBVAPJ12AB018739D,TRAEOFB12903CB7900,Muse,Exogenesis: Symphony Part 1 [Overture],5,2,0,1
SORWDCM12A6D4FC397,TRAEOFD128F9311409,Kraftwerk,Computer Love (2009 Digital Remaster),4,2,0,0
SOBIAEZ12A8AE484C8,TRAEOGF128F423896A,Singing Melody,Someone To Hold,2,0,0,0
SOCMKXW12AB0187C9C,TRAEOGO128F93302B9,FFH,Great Big Problem,4,1,0,0
SOFNTFC12AB0184512,TRAEOHK128F932F77A,Bill & Gloria Gaither,He Will Lead His Children Home,1,5,0,0
SOVTGRO12AC4686C43,TRAEOIC12903D05C54,Willie Clancy,Air: My Lagan Love,2,5,0,0
SORSFTZ12A8C1391C5,TRAEOMS128F4262357,NOFX,My Heart Is Yearning,1,5,0,1
SOGGMKI12AB017E625,TRAEOMT128F92FE852,Chris Clark,Tyre,4,0,0,1
SOCAEYG12AB01849C0,TRAEOOH128F934ACD4,GWAR,Let's Blame The Lightman,1,1,0,1
SOAUNYK12AB01860D9,TRAEOPH128F932E302,Gran Coquivacoa,Son Sabroso,2,4,0,0
SOWMQTJ12AB0184323,TRAEOUE128F93187B9,Sick Puppies,Master Of The Universe,5,2,0,1
SOOIXCN12A6D4F77B2,TRAEOUJ128EF352F8B,Gary Nichols,Paper Doll,2,0,0,0
SOKLSGP12A8C13A2FD,TRAEOUM128F42915ED,Andreas Dorau,Das Telefon sagt Du,4,1,0,0
SONOXGB12A81C218C8,TRAEOUQ128F9322E73,Gabinete Caligari,Viaje Al Averno,4,1,0,0
SOCUGVI12AC468B002,TRAEOVG12903CEDD3A,James Newton Howard,The Burp Heard 'Round The World,1,1,0,0
SOELRRQ12AB0188C34,TRAEPAC12903CE5DC8,Ray Charles,Let's Go,5,0,0,1
SODGSCA12A8C13F157,TRAEPAW128F4285BAB,Geggy Tah,Gina,4,1,0,0
SOAKCYS12AB01852C7,TRAEPGE128F9328E94,Tom Barabas,Sedona Suite (Sunrise/Prayer/Joy/Sunset),3,4,0,0
SODZMUH12AB01838CD,TRAEPGH128F9343CD8,Los Fabulosos Cadillacs,El Mensaje Soy Yo,5,2,0,1
SOWESWN12AB01899E1,TRAEPGQ128F932AE6D,Loretta Lynn,I Can't Feel You Anymore,1,0,0,0
SOGTROT12A67020FF3,TRAEPIY128E0786AB7,Joe Rogan,"Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)",2,0,0,0
SORJCKM12A8C1410BC,TRAEPPP128F92F11E8,Mista,I'll Sweat You (LP Version),2,5,0,0
SOIXLJG12AB018508A,TRAEPZJ12903CB00C4,Unearth,Fuel the Fire,1,2,0,1
SOLOYFG12A8C133391,TRAEQAB128F429C226,Bob Marley,Memphis,5,2,0,1
SOEIRMZ12AB01864F8,TRAEQAC128F92FF871,Brian Free & Assurance,Emmaus,2,0,0,0
SOLPJQA12A6D4F87A0,TRAEQLX128F1468799,Dream Warriors,Sound Clash,2,1,0,0
SOSDCBC12A58A77A79,TRAEQNK128F93363BB,The In Crowd / Jah Stitch,Baby My Love,3,1,0,0
SOIEAJT12A8AE458EC,TRAEQOS128F92EFD47,The Fray,Vienna,5,2,0,1
SOPHMCZ12A81C21C54,TRAEQOW128F42521E3,Groucho Marx,Selling Jolson A Baseball Team,3,4,0,0
SODTDTD12A6D4F7D7B,TRAEQPB128F1475024,Alceu Valença,Sete Desejos,2,0,0,1
SOJVTQT12A8C13B86D,TRAEQQE128F42920E3,Skeeter Davis,He Says The Same Things To Me,2,0,0,0
SOMTCUG12AB018D478,TRAEQTU12903CC55A2,Tito Puente,Mambo Suavecito,1,1,0,0
SOXJPDJ12AC4689AE4,TRAEQWJ12903CF5475,Memphis La Blusera,Hoy Es Hoy,4,1,0,0
SOZRSKM12AB01881E6,TRAEQZJ128F93522F8,Crazy Horse,E se tu lontana sei,4,1,0,0
SOZBWGI12AB017D445,TRAEQZR128F92E9D73,Skeeter Davis,Foggy Mountain Top,1,5,0,0
SOOXCKQ12AB0184FBC,TRAERAC128F92E0186,One Block Radius,All On Our Own,5,1,0,0
SOMFGBQ12A582917CD,TRAERCO128F4222C43,Various Indian Tribes,Mountain By The Sea (Tribe Unknown),0,3,0,0
SOOWPWH12A8C13649B,TRAERCU128F42660A2,Timo Maas,Bad Days,3,1,0,0
SOCHXGO12A6D4F918E,TRAERFO128F1481BBE,Nana Caymmi,Nossa Dança,1,5,0,0
SOKYSHY12A8C13EA99,TRAERMS128F427EC54,Anat Ben David,Moon Boom,0,3,0,0
SOFVPZU12AF729CC83,TRAERNN12903CEABCE,Butthole Surfers,All Day,3,4,0,1
SOIBLAH12AB018B3BA,TRAEROB12903CE3E7D,Pepper,Stormtrooper (Live),5,2,0,0
SOVDKIH12AB0187301,TRAEROM12903CB2814,Memphis La Blusera,La Revolución,1,5,0,0
SODLKUO12A8C13CA35,TRAERPT128F931103E,The Rolling Stones,Time Is On My Side,5,2,0,0
SOCTMWO12AB018563C,TRAERQB128F932563F,Twila Paris,We Will Glorify (Key-B-Db-Premiere Performance Plus),1,0,0,0
SOIXNYE12A8C1366F2,TRAERST128F4266F90,Bob Carlisle,Man Of No Reputation,1,5,0,0
SOJRGAN12A8C1339B6,TRAERST128F4267A39,The Michael Stanley Band,Waste A Little Time On Me,2,0,0,0
SOPZKAF12A8C140A6A,TRAERUT128F429B075,Mariano Yanani,Air_ Siote No. 3 (J.S. Bach),0,5,0,0
SOOPTTP12A8C134AA6,TRAESDC12903CCEA5E,Rikk Agnew,Everyday,1,5,0,1
SOXVSTI12A6310ECC7,TRAESJK128E0792227,Eminem,Ricky Ticky Toc,5,2,0,1
SOMNMLC12A8C144272,TRAESJN128F92E38F1,Malkit Singh,Mana Laina Chahida,4,1,0,0
SOIEXWD12A8C14314E,TRAESQE128F92D0349,Barry Manilow,Come Monday,5,2,0,0
SOUYBKO12AB018735E,TRAESRT12903CC70CE,Carlos Baute,Angelito (Directo 09),5,2,0,0
SOPJEXC12A6D4FB529,TRAESVN128F4213033,Marga Gomez,Hot Dental Supplies,0,1,0,0
SOQTVUL12A6D4F8F04,TRAESWB128F149CB2C,Dexys Midnight Runners,Until I Believe In My Soul,1,5,0,0
SOQTFNY12A8AE47D3F,TRAETAG128F93385AE,Jean-Jacques Goldman,Là-Bas,3,4,0,0
SOJADBN12A6D4FD5F2,TRAETFX128F933CE66,Etienne de Crécy,Déstockage massif (with Alex Gopher),4,1,0,1
SOGKMGI12AB018B11C,TRAETGI12903CBCC00,T-la Rock,Back To Burn,1,5,0,1
SOULMYP12A8C143D8B,TRAETLW128F92C44F3,Kent,Ingenting,5,2,0,1
SOQJQUF12AB0184B38,TRAETLY128F92FBEE0,Silent Stream Of Godless Elegy,Theme III,1,1,0,1
SOAABSU12A81C1FB9E,TRAETNO128F4222A06,Stiff Meat,Lonely,0,3,0,0
SOHBEDZ12A8C14021D,TRAETPQ128F92E562A,Sonora Santanera,Estoy Pensando En Tí,1,1,0,1
SOJPZOO12AC90718EE,TRAETPY12903CF4D2F,Asterisk*,Iron-head: Palestine,1,5,0,0
SOIDJZY12A6701DEF7,TRAETTV12903CBBD09,Jimi Hendrix,Voodoo Chile Blues,3,1,0,1
SOSMRWG12A58A7EA03,TRAETWO128F4261792,Dr. Elmo,Grandma's Spending Christmas with the Superstars,1,1,0,0
SOLHQLA12A58A7653B,TRAETWP128F421AD6A,Tommy Castro,Sho' Enough,4,1,0,1
SOCWHIU12AB01872DA,TRAETYC128F933BBF4,Les Ogres De Barback,L'education du corps des porcs,5,1,0,0
SOPHKMV12A6D4F92BC,TRAETZJ128F422B208,Panzer AG,WHEN I AM YOU,4,1,0,1
SOOMWCA12AB01834ED,TRAEUAX12903CA7635,Rodney O & Joe Cooley,Murda',2,0,0,0
SOVZXBP12A8C1366A1,TRAEUCH128F427FA5E,Gus Cannon,Big Railroad Blues,4,1,0,0
SOKLETG12A58A7D0BF,TRAEUDO128F149CD13,Suicide,Do It Nice,2,2,0,1
SOCQXMW12A58A7E63F,TRAEUGG128E07826F2,William Orbit,The Monkey King,4,0,0,1
SOTESSB12AB017F56D,TRAEUHN128F92E2C7F,Point Of Grace,Amazing (LP Version),5,2,0,0
SOGCDYR12AC961854A,TRAEUIW12903D018F0,Jack Johnson,You And Your Heart,5,2,0,1
SOMCQZY12A8C136BBF,TRAEUJB128F427B76F,Lee Ritenour,Can You Feel It?,4,1,0,1
SOBHGGX12A8AE45557,TRAEUMH128F42592BF,Max Melvin,Someday,2,1,0,0
SONGLFT12AB0189B1E,TRAEUPF12903CB6277,Plagia,Floripa,4,3,0,0
SOMUULD12A6D4FBB30,TRAEUVH128F422559A,La Portuaria,Hasta El Final,2,0,0,0
SONGJCH12A8C140C32,TRAEUYY128F9311B94,Hollywood Bowl Orchestra / John Mauceri,John Dunbar Theme [Dances with Wolves],0,3,0,0
SOYDWJC12AB017D699,TRAEUZZ128F931555B,Rainer Bielfeldt,Gewisse Leute,0,3,0,0
SOOUQMH12A58A7C633,TRAEVEE12903CEB465,Sylvester Weaver,Guitar Rag,0,5,0,0
SOHOPAT12A8C1436AC,TRAEVHU128F92D9EA0,Blue October,My Never,2,0,0,1
SOCKZDX12A58A7B950,TRAEVIA12903CC3C37,X,Motel Room In My Bed (LP Version),4,1,0,0
SOJEZUU12AB018B8C5,TRAEVIK12903CCC7E2,Jimi Hendrix,Fire,1,2,0,1
SOROJYG12AB0182217,TRAEVJH128F9340C1C,Intars Busulis,???????,1,1,0,0
SOUEEDA12AC3DF474F,TRAEVKG12903CE75F4,Jedi Mind Tricks,Brute Force II,2,2,0,0
SONJHTY12AB017FCE6,TRAEVLC128F9306C77,Broadcast,One Hour Empire,1,5,0,1
SOUWIHB12AB0182455,TRAEVLO128F933DE9E,Fiona,No More Lonely Nights,2,2,0,0
SOKOPOR12AB0184FED,TRAEVLZ128F932D969,Carl Crack,Dogon,0,1,0,0
SOQTUQJ12A8C144F36,TRAEVME128F92DF956,France D'Amour,Ma soeur,2,2,0,0
SOFMMKA12A58A7CBF5,TRAEVRI128F93608F3,Phil Collins,Welcome,5,2,0,1
SOXFAJU12A8C131CEC,TRAEVRU128F4263351,Teena Marie,Light,1,0,0,0
SOKUGPJ12A58A7FD8D,TRAEVTK128F9337030,Mindless Self Indulgence,Never Wanted to Dance (Live In London),5,2,0,0
SOOSGYY12A8135690B,TRAEVYV128F4231BA7,Ray Charles,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),5,2,0,0
SONNOZT12A6D4FC2EE,TRAEWEC128F421F5D9,Laurindo Almeida,Pega Joso,4,1,0,1
SOESZEO12AB017F908,TRAEWGT128F930A556,Mandi,Pieni Maailma,1,5,0,0
SOAQHHC12A8C139869,TRAEWHH128F428F3AB,The Color Red,Cleansing,4,1,0,1
SOJUNOI12A8C137A33,TRAEWKQ128F427C3EC,Jim Bryson,Somewhere Else,1,5,0,0
SOXMPXX12AB01891E3,TRAEWKS12903CB651D,Irreversíveis,Os Dois Irreversíveis,0,3,0,0
SOYXZAY12A8C1406D1,TRAEWLF128F42B1F89,Information Society,More to This,2,2,0,1
SOQMMMQ12AB0181202,TRAEWMF128F93080BE,Marcie Blane,Ragtime Sound,1,5,0,0
SOXGJST12A8C1406F6,TRAEWQN128F4286306,Curtis Mayfield,This Year (ReMastered),5,1,0,0
SOOHVCV12AB0181E5D,TRAEWQP128F9330AF7,PMD,The Awakening (Clean),4,1,0,0
SORZRPC12A8C13A1B1,TRAEWQV128F427B9B2,Alain Morisod,Besame Mucho,4,1,0,0
SOFCZKJ12A6D4F5BF0,TRAEWUR128F1456EAB,Tom Cochrane,What's In You?,1,5,0,0
SOZCYVH12A8C13EB54,TRAEWUW128F42710A4,Gold City,It Came Upon The Midnight Clear,2,0,0,0
SOBKIMB12A8C136DE9,TRAEWVG128F428AC7F,Foo Fighters,X-Static,5,2,0,1
SOSGXII12A67020363,TRAEWXY128E0786183,U2,Vertigo,5,2,0,0
SOSBROL12AB0183CD0,TRAEWYQ128F9306C38,Roy Drusky,Country Rose,0,0,0,0
SOSYNKD12A6D4F6655,TRAEXAN128EF354542,SAF,Skopska situacija,2,1,0,0
SOMHQKT12A6D4FAE5D,TRAEXEA128F933C67D,Pursuit Of Happiness,Hard To Laugh,1,5,0,1
SOQIJPO12A8C13E369,TRAEXGP128F4283791,Jane Winther,Deep Voices,0,0,0,0
SOBVXQL12A6D4F7FC0,TRAEXHW128F92E2602,Gym Class Heroes,New Friend Request (Amended Version),5,2,0,1
SOUGKGL12A58A7BA58,TRAEXLG128F932B2EC,Xmilk,Why,2,0,0,0
SOBUAFP12A6D4F9934,TRAEXNK128F14901F8,Mario Rosenstock,Smoke,0,1,0,0
SONSWDF12A8C133D57,TRAEXSE128F4249171,Jape Squad,Bus Monkeys,2,0,0,0
SOLPZLH12A6D4F9D12,TRAEXTM128E07811E1,Frankee,Gotta Man,4,1,0,0
SOANUHW12A8C137587,TRAEXXT128F427AF12,Williamson,Time You'll Never Get Back,4,1,0,0
SOMORCS12A58A7E211,TRAEXYP128F4231193,Operator,Soulcrusher (Amended Album Version),4,1,0,1
SODXJGJ12A6D4F9E5D,TRAEYHF128F14B06D0,The Stooges,T.V. Eye (Take 3),1,5,0,0
SOIHKKW12AB0186CB7,TRAEYJG12903C98F15,Dntel,A Machine and a Memory Keeps You Alive,2,0,0,1
SOSWXBF12A58A78B99,TRAEYQC128F4239093,David Meece,Some People They Never Believe (LP Version),1,5,0,0
SOFMNYQ12AC468D899,TRAEYXM12903CF8B86,Harvey Averne,Why Can't We Really Be Free,0,5,0,0
SOKAMAI12AB01852F5,TRAEZAZ128F930608E,Tyrone Taylor,Members Only,1,0,0,0
SOQVCQK12A6D4FD32F,TRAEZFJ128F422A5C0,Shanadoo,King Kong,4,0,0,1
SOLOJYI12A8C13C49E,TRAEZKA128F4282B79,Kaija Koo,Savu hälvenee,1,5,0,0
SODZIBG12A8C13F4F3,TRAEZLQ128F427F954,Snow Patrol,Chasing Cars,5,2,0,0
SOZYFSB12A8C1393CF,TRAEZMX128F425C3CE,Erik Berglund,All I Ask Of You,1,5,0,0
SOTSXZM12A8AE47061,TRAEZWE128F4244505,Günter Noris,Tigerauge Rock,0,3,0,0
SOYGEQE12AF729A51E,TRAFAAS12903CF0BE2,Moonspell,Tired,2,0,0,0
SOEBDOO12AB01868CA,TRAFABD128F9321D41,Chico Hamilton,Autumn In New York,2,0,0,0
SOMIPLK12AB017C7B2,TRAFABO128F933DE53,Finntroll,Grottans Barn,4,1,0,1
SOSDYXX12AB017AD6B,TRAFAEO128F92E9A19,RUN-DMC,King Of Rock,5,2,0,0
SOBWLUO12A58A7DF7E,TRAFAGF128F93184F8,Andréa,It's Not Whatcha Got (Fondling Club Mix),4,1,0,0
SOHRKRG12A6310F103,TRAFAIB128F426E636,Placebo,Where Is My Mind (XFM Live Version),5,1,0,1
SOICNXT12A8BEE958B,TRAFAID128F4243DAF,Heaven 17,Resurrection Man,4,1,0,0
SOVCWYN12AB0181888,TRAFAJA128F9333A92,Azukx,Lift (Joi Blarneyformasian),0,3,0,0
SOGMESY12A67020F25,TRAFAJC128E078888B,Queens Of The Stone Age,This Lullaby,5,0,0,1
SOKSIRH12AB017FDCB,TRAFAKH128F9339643,Steve Azar,Indianola,2,0,0,0
SOKLWWG12AB018A824,TRAFAKZ128F933D7B9,Chris Farlowe,Paperman_ Fly In The Sky - Original,1,5,0,0
SOAZSIZ12AB018AF81,TRAFAQY12903CA70F7,The Suicide Machines,Your Silence,4,1,0,1
SOVFVSB12A8C1384CC,TRAFATP128F424A9B7,Orquesta Broadway,El Termometro,2,5,0,0
SONWYRE12AB0181366,TRAFAXI128F9303F5B,Kenny Neal,Since I Met You Baby,2,5,0,0
SOJUORK12A8C143BE5,TRAFBBP128F92F6CC9,MC5,Looking At You (Cody High School),1,1,0,0
SOUSNTL12A6D4F7CE9,TRAFBDA128F14592A9,Ghorwane,Matarlatanta,0,3,0,0
SOSAIYU12AB01859D8,TRAFBDW128F932C0DA,Nichols,Dirty tarraxa 2 (feat. Neuza),2,2,0,0
SOHQLJI12A6D4F76F7,TRAFBGP128F1451DFF,Francis Dunnery,The Ava Song,2,0,0,0
SODRLXB12AB017B14B,TRAFBIO128F930138A,Julien Clerc,Comme Si C'était Doux,2,0,0,0
SOBZOHA12A8C135417,TRAFBMB128F424FAA4,Ennio Morricone,S.O.S.la Fine (Reprise 2,1,5,0,0
SOSQYCZ12AF72A1A14,TRAFBML128F93163FB,Vaselines,Teenage Superstars (Album),1,1,0,0
SOIKXDG12A8C13E7E1,TRAFBPN128F428B8CF,Beto Cuevas,Mentira,2,1,0,1
SOIXMRD12AC468E1EB,TRAFBSU12903D11AEC,Catia Werneck,Himalaya Dreams,4,1,0,0
SOHTGJW12A58A7D7D3,TRAFBVU128F426B3F6,Dimmu Borgir,The Fundamental Alienation,5,1,0,1
SOAKCVK12A67020429,TRAFBXW128E0787291,Off Broadway,Bully Bully (LP Version),2,2,0,0
SOBPYWO12A8C133A1A,TRAFBYD128F424ECD2,Bill & Gloria Gaither,Holy Ground (Homecoming Hymns Version),2,0,0,0
SOBMCVB12A8C1385CB,TRAFCHV12903C9D7A4,Hélio Ziskind,Era um dia desses,0,3,0,0
SOAWMQC12AB0184136,TRAFCMW128F933E808,Pumpkin Buzzard,Hard Pure,4,1,0,0
SOJWZVU12A8C137019,TRAFCPP128F426EC01,Memphis Minnie,Pig Meat On The Line,4,0,0,0
SOPBJAX12A6310E86F,TRAFCVI128C7196BE6,Steel Pulse,We Can Do It,5,2,0,1
SOGOHFY12A8C136F9C,TRAFCWJ128F42515AE,Mississippi John Hurt,Waiting For You (I Forgive You Before I Go),1,5,0,0
SOHANRI12AB0186668,TRAFCZM128F931AD24,Caspa,Back to '93,2,5,0,0
SOOGLXF12AF729E2D7,TRAFDBU128F93095F8,Pacha Massive,Take The Wheel,2,5,0,0
SOLFTJF12AB0183000,TRAFDFA128F932C065,Kardinal Offishall / Keri Hilson,Numba 1 (Tide Is High),5,2,0,0
SOTWAJH12A6D4FA397,TRAFDFD128F14B07AB,THE COOKIES,Chains (LP Version),0,3,0,1
SOOFGYY12A8C13A8DF,TRAFDJI128F427274E,Peppermint Creeps,Bastard,1,5,0,0
SOPJETO12AB017BDAF,TRAFDPK128F930F2A3,M Sane,"Unda Da Influence"" (Snippets)",0,3,0,0
SOQWDSR12AB01850B6,TRAFDQJ12903CA09B9,Oesch's die Dritten,Der weisse Mond von Maratonga,0,0,0,0
SOKYCTE12AB0185FE3,TRAFDQM128F9337218,The Grip Weeds,Melancholia,4,1,0,0
SOGDLTS12A8C135A9B,TRAFDRG128F42797B6,Alice In Chains,Sickman,5,2,0,1
SOSFJWB12AB018906D,TRAFDXV12903D085CF,Vanessa Daou,Smoke,4,1,0,1
SOUXWAB12A5891DAB9,TRAFEEO12903CFEC87,Dark Fortress,The Silver Gate,4,1,0,0
